,quadrat,year,aream2,areakm2,near_palm,near_river,near_road,POINT_X,POINT_Y
190,223.0,2011.0,7442.772000136373,0.007442772000136373,4380.0,20788.0,3341.5,536083.0,9062106.25
191,223.0,2012.0,144000.0000007142,0.1440000000007142,2565.8928571428573,20858.5,4551.392857142857,534659.9017857143,9063640.94642857
192,223.0,2013.0,272030.40000218066,0.27203040000218065,935.6785714285714,21378.571428571428,4509.107142857143,534664.2991385,9062786.728985358
193,223.0,2014.0,117000.0000021339,0.1170000000021339,352.88235294117646,21820.29411764706,4867.588235294118,534294.1224666176,9062555.39421647
194,223.0,2015.0,140758.32000104655,0.14075832000104654,196.41176470588235,20249.529411764706,3934.529411764706,535599.5485026471,9063464.340647647
195,242.0,2001.0,6207.839999743737,0.006207839999743737,22761.25,21093.75,616.75,530401.75,9068306.25
196,242.0,2002.0,8999.999999909196,0.008999999999909195,20808.333333333332,21365.333333333332,1138.6666666666667,528647.2857143333,9067187.142856667
197,242.0,2003.0,900.000000083819,0.000900000000083819,22142.0,22058.0,600.0,529933.0,9067635.0
198,242.0,2004.0,3599.999999793945,0.0035999999997939447,21811.5,21319.5,973.0,529430.5,9068152.5
199,242.0,2005.0,72761.7599983807,0.0727617599983807,23693.85714285714,19984.14285714286,1322.642857142857,530865.3418367143,9069898.239795715
200,242.0,2006.0,1799.999999923166,0.0017999999999231658,20202.5,21603.5,1134.0,528238.0,9066390.0
201,242.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,242.0,2008.0,899.9999998288695,0.0008999999998288695,2292.0,21857.0,239.0,530023.0,9068025.0
203,242.0,2009.0,7153.920000574484,0.007153920000574484,4296.5,19344.75,1749.0,530761.75,9070301.25
204,242.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,242.0,2011.0,8999.99999949534,0.008999999999495339,3601.0,21067.25,849.25,528388.0,9067346.25
206,242.0,2012.0,20885.544001316557,0.020885544001316557,1536.8,21109.8,660.2,529316.2,9067512.9
207,242.0,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,242.0,2014.0,1800.0000003352761,0.001800000000335276,1460.0,21431.0,994.0,528043.0,9066420.0
209,242.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,243.0,2001.0,14492.16000023182,0.014492160000231818,25614.0,19141.0,1064.0,532888.0,9070170.0
211,243.0,2002.0,12600.000000181608,0.012600000000181608,27312.2,17953.2,1078.0,535063.0,9068406.0
212,243.0,2003.0,184057.82399949437,0.18405782399949439,28185.11111111111,16785.38888888889,863.7777777777778,535582.7685185,9069997.592592778
213,243.0,2004.0,900.0000000174623,0.0009000000000174624,28451.0,16529.0,929.0,535723.0,9070335.0
214,243.0,2005.0,63252.69599898229,0.0632526959989823,27468.571428571428,17475.714285714286,804.5714285714286,534798.0178571428,9070060.25
215,243.0,2006.0,21853.91999988584,0.021853919999885837,26396.333333333332,14434.333333333334,609.0,537719.0526316667,9070890.350876667
216,243.0,2007.0,899.9999998498242,0.0008999999998498242,9057.0,18769.0,1627.0,534613.0,9067515.0
217,243.0,2008.0,10799.999999373103,0.010799999999373103,4965.0,17281.5,1762.5,534616.75,9070980.0
218,243.0,2009.0,24644.72399941836,0.024644723999418357,5299.631578947368,16456.842105263157,689.3684210526316,535875.8759398421,9070176.654135263
219,243.0,2010.0,8099.999999647262,0.008099999999647261,2870.0,18667.0,1658.0,534735.0,9067506.0
220,243.0,2011.0,56826.95999989577,0.056826959999895774,3645.875,16292.5,716.75,536242.7454545,9069731.43636375
221,243.0,2012.0,42299.999999219435,0.042299999999219434,3903.2,17893.15,1224.0,534694.9642857,9069351.5357145
222,243.0,2013.0,24299.999999785214,0.024299999999785212,2784.222222222222,18078.11111111111,1356.4444444444443,534913.5555555555,9068438.888888888
223,243.0,2014.0,42300.00000067055,0.04230000000067055,1710.0,18634.444444444445,1311.888888888889,534298.0,9068407.12963
224,243.0,2015.0,2700.0000001082662,0.0027000000001082664,3537.5,18643.0,1095.0,533855.5,9069375.0
225,244.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
